"level","taxon","family","scale","b","dbh_max_cm","fit_level","fit_taxon"
"genus","Coelospermum","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Coelostegia","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Coffea","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Cojoba","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Cola","Malvaceae","0.11173","0.987784","66.6","genus","Cola"
"genus","Colophospermum","Fabaceae","0.357531","0.631457","52.2","genus","Colophospermum"
"genus","Colubrina","Rhamnaceae","0.552745","0.462245","25.4","genus","Colubrina"
"genus","Combretum","Combretaceae","0.32458","0.758755","59.7","genus","Combretum"
"genus","Commersonia","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Commiphora","Burseraceae","0.263503","0.716147","150.6","family","Burseraceae"
"genus","Comocladia","Anacardiaceae","0.312881","0.679159","197.5","family","Anacardiaceae"
"genus","Compsoneura","Myristicaceae","0.454828","0.613182","136.8","family","Myristicaceae"
"genus","Connarus","Connaraceae","0.322748","0.585382","37.3","family","Connaraceae"
"genus","Conostegia","Melastomataceae","0.510018","0.547054","49.7","family","Melastomataceae"
"genus","Copaifera","Fabaceae","0.28132","0.767908","142.3","genus","Copaifera"
"genus","Coprosma","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Cordia","Boraginaceae","0.46234","0.544282","106.3","genus","Cordia"
"genus","Cordyline","Asparagaceae","0.381198","0.566072","82.2","family","Asparagaceae"
"genus","Coriaria","Coriariaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Cornus","Cornaceae","0.265355","0.90961","26.7","genus","Cornus"
"genus","Cornutia","Lamiaceae","0.344655","0.61105","77.5","family","Lamiaceae"
"genus","Corylopsis","Hamamelidaceae","0.965173","0.387314","44","family","Hamamelidaceae"
"genus","Corylus","Betulaceae","0.701499","0.620829","24.7","genus","Corylus"
"genus","Corymbia","Myrtaceae","0.529207","0.479755","45","genus","Corymbia"
"genus","Corynanthe","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Corynocarpus","Corynocarpaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Cosmocalyx","Rubiaceae","0.18285","0.837647","27","genus","Cosmocalyx"
"genus","Cotylelobium","Dipterocarpaceae","0.223378","0.774201","212","family","Dipterocarpaceae"
"genus","Couepia","Chrysobalanaceae","0.490113","0.601551","99.9","family","Chrysobalanaceae"
"genus","Coula","Olacaceae","0.50961","0.592203","103","family","Olacaceae"
"genus","Coulteria","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Couma","Apocynaceae","0.329077","0.659122","186.2","family","Apocynaceae"
"genus","Couratari","Lecythidaceae","0.219919","0.78814","142.8","genus","Couratari"
"genus","Coussapoa","Urticaceae","0.264232","0.788163","105.1","family","Urticaceae"
"genus","Coussarea","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Crataegus","Rosaceae","0.316491","0.530599","39","genus","Crataegus"
"genus","Crateva","Capparaceae","0.542657","0.432976","33.3","family","Capparaceae"
"genus","Cratoxylum","Hypericaceae","0.287564","0.59164","40.4","genus","Cratoxylum"
"genus","Crepidospermum","Burseraceae","0.263503","0.716147","150.6","family","Burseraceae"
"genus","Crossopetalum","Celastraceae","0.376232","0.66231","101.6","family","Celastraceae"
"genus","Crossopteryx","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Croton","Euphorbiaceae","0.356897","0.615718","76.5","genus","Croton"
"genus","Crudia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Crypteronia","Crypteroniaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Cryptocarya","Lauraceae","0.328875","0.596929","106","genus","Cryptocarya"
"genus","Cryptomeria","Cupressaceae","0.385224","0.556493","770","family","Cupressaceae"
"genus","Ctenolophon","Ctenolophonaceae","0.576643","0.566695","184","genus","Ctenolophon"
"genus","Cudrania","Moraceae","0.34763","0.654914","217.7","family","Moraceae"
"genus","Cunninghamia","Cupressaceae","0.196777","0.777391","27.7","genus","Cunninghamia"
"genus","Cupania","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Cupaniopsis","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Cupressus","Cupressaceae","0.348437","0.656711","54.5","genus","Cupressus"
"genus","Curatella","Dilleniaceae","0.41531","0.507868","66","family","Dilleniaceae"
"genus","Cussonia","Araliaceae","0.221779","0.730318","138.1","family","Araliaceae"
"genus","Cyathocalyx","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Cyclophyllum","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Cylicodiscus","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Cymbopetalum","Annonaceae","0.515788","0.648479","35","genus","Cymbopetalum"
"genus","Cynometra","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Cynophalla","Capparaceae","0.542657","0.432976","33.3","family","Capparaceae"
"genus","Cyrilla","Cyrillaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Cyrtocarpa","Anacardiaceae","0.312881","0.679159","197.5","family","Anacardiaceae"
"genus","Cyrtogonone","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Dacrycarpus","Podocarpaceae","0.279613","0.640968","157.4","genus","Dacrycarpus"
"genus","Dacrydium","Podocarpaceae","0.354337","0.589874","224","genus","Dacrydium"
"genus","Dacryodes","Burseraceae","0.395422","0.663833","93.6","genus","Dacryodes"
"genus","Dactylocladus","Crypteroniaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Dahlia","Asteraceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Dalbergia","Fabaceae","0.361285","0.573734","75.9","genus","Dalbergia"
"genus","Dalbergiella","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Damburneya","Lauraceae","0.273566","0.809071","70","genus","Damburneya"
"genus","Daniellia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Daphnandra","Atherospermataceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Daphniphyllum","Daphniphyllaceae","0.347285","0.628183","34.4","genus","Daphniphyllum"
"genus","Darlingia","Proteaceae","0.237798","0.80052","88","family","Proteaceae"
"genus","Dasymaschalon","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Davidsonia","Cunoniaceae","0.360003","0.728754","80.5","family","Cunoniaceae"
"genus","Daviesia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Davilla","Dilleniaceae","0.41531","0.507868","66","family","Dilleniaceae"
"genus","Decaspermum","Myrtaceae","0.269468","0.660551","35.9","genus","Decaspermum"
"genus","Dehaasia","Lauraceae","0.495826","0.494061","195","family","Lauraceae"
"genus","Delonix","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Dendrocnide","Urticaceae","0.308755","0.68517","27","genus","Dendrocnide"
"genus","Dendrokingstonia","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Dendrolobium","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Dendropanax","Araliaceae","0.363437","0.681877","73","genus","Dendropanax"
"genus","Dendrosenecio","Asteraceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Denhamia","Celastraceae","0.376232","0.66231","101.6","family","Celastraceae"
"genus","Desbordesia","Irvingiaceae","0.225071","0.834102","174","family","Irvingiaceae"
"genus","Desmopsis","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Desmos","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Desplatsia","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Detarium","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Diabelia","Caprifoliaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Dialium","Fabaceae","0.428499","0.650447","130","genus","Dialium"
"genus","Dichapetalum","Dichapetalaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Dichostemma","Euphorbiaceae","0.127967","0.980196","34.3","genus","Dichostemma"
"genus","Dichrostachys","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Dicorynia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Dillenia","Dilleniaceae","0.415414","0.508031","66","genus","Dillenia"
"genus","Dimocarpus","Sapindaceae","0.227496","0.78143","48.7","genus","Dimocarpus"
"genus","Dimorphandra","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Dimorphocalyx","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Dinizia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Dinosperma","Rutaceae","0.336044","0.604387","120","family","Rutaceae"
"genus","Diogoa","Olacaceae","0.50961","0.592203","103","family","Olacaceae"
"genus","Diospyros","Ebenaceae","0.385203","0.578095","77.3","genus","Diospyros"
"genus","Diphysa","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Diplodiscus","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Diploglottis","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Diplorhynchus","Apocynaceae","0.336157","0.746441","56","genus","Diplorhynchus"
"genus","Diplospora","Rubiaceae","0.366734","0.580393","40","genus","Diplospora"
"genus","Dipterocarpus","Dipterocarpaceae","0.331623","0.687644","154.5","genus","Dipterocarpus"
"genus","Dipteryx","Fabaceae","0.111837","1.01717","172.6","genus","Dipteryx"
"genus","Dirca","Thymelaeaceae","0.40676","0.583658","37.5","family","Thymelaeaceae"
"genus","Discocnide","Urticaceae","0.264232","0.788163","105.1","family","Urticaceae"
"genus","Discoglypremna","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Disepalum","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Distemonanthus","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Distylium","Hamamelidaceae","0.965173","0.387314","44","family","Hamamelidaceae"
"genus","Ditaxis","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Ditrysinia","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Dodonaea","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Dolichandrone","Bignoniaceae","0.280322","0.718885","137.3","family","Bignoniaceae"
"genus","Dombeya","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Doryphora","Atherospermataceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Dracaena","Asparagaceae","0.360381","0.660096","82.2","genus","Dracaena"
"genus","Dracontomelon","Anacardiaceae","0.312881","0.679159","197.5","family","Anacardiaceae"
"genus","Drimycarpus","Anacardiaceae","0.312881","0.679159","197.5","family","Anacardiaceae"
"genus","Dryobalanops","Dipterocarpaceae","0.405691","0.568228","135.5","genus","Dryobalanops"
"genus","Drypetes","Putranjivaceae","0.349585","0.668577","72.5","genus","Drypetes"
"genus","Duabanga","Lythraceae","0.261642","0.632124","59.5","family","Lythraceae"
"genus","Duboscia","Malvaceae","0.600918","0.51795","118","genus","Duboscia"
"genus","Duckeodendron","Solanaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Duguetia","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Duperrea","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Durio","Malvaceae","0.523957","0.613756","88.7","genus","Durio"
"genus","Dussia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Dyera","Apocynaceae","0.329077","0.659122","186.2","family","Apocynaceae"
"genus","Dysoxylum","Meliaceae","0.259058","0.654943","68","genus","Dysoxylum"
"genus","Ecclinusa","Sapotaceae","0.412551","0.592546","180","family","Sapotaceae"
"genus","Ehretia","Boraginaceae","0.347857","0.669024","26.4","genus","Ehretia"
"genus","Ekebergia","Meliaceae","0.470551","0.57892","280.3","family","Meliaceae"
"genus","Elaeagnus","Elaeagnaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Elaeocarpus","Elaeocarpaceae","0.301079","0.620295","90","genus","Elaeocarpus"
"genus","Elateriospermum","Euphorbiaceae","0.73999","0.442401","60.4","genus","Elateriospermum"
"genus","Elattostachys","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Elephantorrhiza","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Ellipanthus","Connaraceae","0.267312","0.623059","37.3","genus","Ellipanthus"
"genus","Emmenosperma","Rhamnaceae","0.628407","0.52228","55.4","family","Rhamnaceae"
"genus","Emmotum","Metteniusaceae","0.316286","0.595235","39.5","family","Metteniusaceae"
"genus","Endiandra","Lauraceae","0.495826","0.494061","195","family","Lauraceae"
"genus","Endlicheria","Lauraceae","0.258983","0.767726","54.9","genus","Endlicheria"
"genus","Endocomia","Myristicaceae","0.454828","0.613182","136.8","family","Myristicaceae"
"genus","Endodesmia","Calophyllaceae","0.429355","0.665366","163","family","Calophyllaceae"
"genus","Endopleura","Humiriaceae","0.218507","0.783704","89.8","genus","Endopleura"
"genus","Endospermum","Euphorbiaceae","0.297235","0.632753","60.8","genus","Endospermum"
"genus","Engelhardia","Juglandaceae","0.251848","0.651821","70","genus","Engelhardia"
"genus","Engelhardtia","Juglandaceae","0.184687","0.840949","72.6","family","Juglandaceae"
"genus","Enicosanthum","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Enkianthus","Ericaceae","0.570745","0.4646","149","family","Ericaceae"
"genus","Entada","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Entandrophragma","Meliaceae","0.0974048","0.974832","280.3","genus","Entandrophragma"
"genus","Enterolobium","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Eperua","Fabaceae","0.554626","0.510702","142","genus","Eperua"
"genus","Ephedra","Ephedraceae","0.228162","0.708135","770","division","Gymnosperm"
"genus","Ephedranthus","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Epiprinus","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Eremophila","Scrophulariaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Erica","Ericaceae","0.226381","0.793179","67","genus","Erica"
"genus","Eriobotrya","Rosaceae","0.294679","0.634344","43","genus","Eriobotrya"
"genus","Eriocoelum","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Eriotheca","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Erisma","Vochysiaceae","0.287582","0.729449","125.7","family","Vochysiaceae"
"genus","Erismadelphus","Vochysiaceae","0.287582","0.729449","125.7","family","Vochysiaceae"
"genus","Erismanthus","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Erithalis","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Erycibe","Convolvulaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Erythrina","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Erythrococca","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Erythrophleum","Fabaceae","0.355861","0.709463","112.2","genus","Erythrophleum"
"genus","Erythroxylum","Erythroxylaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Eschweilera","Lecythidaceae","0.496374","0.551539","84.4","genus","Eschweilera"
"genus","Esenbeckia","Rutaceae","0.46785","0.492311","27.1","genus","Esenbeckia"
"genus","Eucalyptus","Myrtaceae","0.393272","0.537683","385","genus","Eucalyptus"
"genus","Eucommia","Eucommiaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Eucryphia","Cunoniaceae","0.360003","0.728754","80.5","family","Cunoniaceae"
"genus","Eugenia","Myrtaceae","0.38089","0.634793","36.8","genus","Eugenia"
"genus","Euodia","Rutaceae","0.336044","0.604387","120","family","Rutaceae"
"genus","Euonymus","Celastraceae","0.353129","0.616934","22.6","genus","Euonymus"
"genus","Euphorbia","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Euplassa","Proteaceae","0.237798","0.80052","88","family","Proteaceae"
"genus","Eupomatia","Eupomatiaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Euroschinus","Anacardiaceae","0.312881","0.679159","197.5","family","Anacardiaceae"
"genus","Eurya","Pentaphylacaceae","0.390953","0.467895","62","genus","Eurya"
"genus","Eurycoma","Simaroubaceae","0.386634","0.616087","78.9","family","Simaroubaceae"
"genus","Eurypetalum","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Euscaphis","Staphyleaceae","0.453741","0.601233","55.4","family","Staphyleaceae"
"genus","Eusideroxylon","Lauraceae","0.585238","0.468965","108","genus","Eusideroxylon"
"genus","Euxylophora","Rutaceae","0.336044","0.604387","120","family","Rutaceae"
"genus","Exbucklandia","Hamamelidaceae","0.965173","0.387314","44","family","Hamamelidaceae"
"genus","Exocarpos","Santalaceae","0.484149","0.400661","41.3","family","Santalaceae"
"genus","Exostema","Rubiaceae","0.35924","0.617453","30.6","genus","Exostema"
"genus","Exothea","Sapindaceae","0.233723","0.721096","34","genus","Exothea"
"genus","Fagraea","Gentianaceae","0.367571","0.614165","66.2","genus","Fagraea"
"genus","Fagus","Fagaceae","0.515137","0.567771","162","genus","Fagus"
"genus","Faidherbia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Falcataria","Fabaceae","0.129312","1.0467","72.7","genus","Falcataria"
"genus","Faradaya","Lamiaceae","0.344655","0.61105","77.5","family","Lamiaceae"
"genus","Faramea","Rubiaceae","0.568735","0.569284","22.2","genus","Faramea"
"genus","Faurea","Proteaceae","0.237798","0.80052","88","family","Proteaceae"
"genus","Fernandoa","Bignoniaceae","0.280322","0.718885","137.3","family","Bignoniaceae"
"genus","Ficus","Moraceae","0.229073","0.734242","217.7","genus","Ficus"
"genus","Filicium","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Fillaeopsis","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Firmiana","Malvaceae","0.272537","0.641409","39.4","genus","Firmiana"
"genus","Fissistigma","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Flacourtia","Salicaceae","0.362303","0.615443","103.5","family","Salicaceae"
"genus","Flemingia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Fleroya","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Flindersia","Rutaceae","0.336044","0.604387","120","family","Rutaceae"
"genus","Flueggea","Phyllanthaceae","0.257811","0.775491","111.5","family","Phyllanthaceae"
"genus","Fontainea","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Forchhammeria","Resedaceae","0.380825","0.620691","24.1","genus","Forchhammeria"
"genus","Fordia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Forestiera","Oleaceae","0.434973","0.545344","88.8","family","Oleaceae"
"genus","Franciscodendron","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Frangula","Rhamnaceae","0.628407","0.52228","55.4","family","Rhamnaceae"
"genus","Fraxinus","Oleaceae","0.470564","0.524251","88.8","genus","Fraxinus"
"genus","Fremontodendron","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Freziera","Pentaphylacaceae","0.337754","0.572801","112","family","Pentaphylacaceae"
"genus","Fridericia","Bignoniaceae","0.280322","0.718885","137.3","family","Bignoniaceae"
"genus","Funtumia","Apocynaceae","0.43513","0.551912","63.3","genus","Funtumia"
"genus","Gaertnera","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Galbulimima","Himantandraceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Galearia","Pandaceae","0.372346","0.643272","74.6","family","Pandaceae"
"genus","Galiniera","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Galipea","Rutaceae","0.336044","0.604387","120","family","Rutaceae"
"genus","Gallesia","Petiveriaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Gamblea","Araliaceae","0.644325","0.473464","30.1","genus","Gamblea"
"genus","Ganophyllum","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Garcinia","Clusiaceae","0.362361","0.634348","77.4","genus","Garcinia"
"genus","Gardenia","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Garuga","Burseraceae","0.263503","0.716147","150.6","family","Burseraceae"
"genus","Gaultheria","Ericaceae","0.570745","0.4646","149","family","Ericaceae"
"genus","Gaylussacia","Ericaceae","0.570745","0.4646","149","family","Ericaceae"
"genus","Geijera","Rutaceae","0.336044","0.604387","120","family","Rutaceae"
"genus","Geissospermum","Apocynaceae","0.329077","0.659122","186.2","family","Apocynaceae"
"genus","Genipa","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Gevuina","Proteaceae","0.237798","0.80052","88","family","Proteaceae"
"genus","Gilbertiodendron","Fabaceae","0.553843","0.61492","198","genus","Gilbertiodendron"
"genus","Gillbeea","Cunoniaceae","0.360003","0.728754","80.5","family","Cunoniaceae"
"genus","Gilletiodendron","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Ginkgo","Ginkgoaceae","0.228162","0.708135","770","division","Gymnosperm"
"genus","Gironniera","Cannabaceae","0.461228","0.443477","180","genus","Gironniera"
"genus","Gleditsia","Fabaceae","0.200588","0.840614","67","genus","Gleditsia"
"genus","Gliricidia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Glochidion","Phyllanthaceae","0.276717","0.604912","82.5","genus","Glochidion"
"genus","Gluta","Anacardiaceae","0.312881","0.679159","197.5","family","Anacardiaceae"
"genus","Glycosmis","Rutaceae","0.336044","0.604387","120","family","Rutaceae"
"genus","Glycydendron","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Gmelina","Lamiaceae","0.344655","0.61105","77.5","family","Lamiaceae"
"genus","Gnetum","Gnetaceae","0.228162","0.708135","770","division","Gymnosperm"
"genus","Gomphandra","Stemonuraceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Gomphia","Ochnaceae","0.299755","0.719512","114.7","family","Ochnaceae"
"genus","Goniothalamus","Annonaceae","0.358004","0.556821","58","genus","Goniothalamus"
"genus","Gonocaryum","Cardiopteridaceae","0.416676","0.508211","38","genus","Gonocaryum"
"genus","Gonystylus","Thymelaeaceae","0.442931","0.593126","37.5","genus","Gonystylus"
"genus","Gordonia","Theaceae","0.458825","0.441907","30","genus","Gordonia"
"genus","Gossia","Myrtaceae","0.370999","0.569338","385","family","Myrtaceae"
"genus","Goupia","Goupiaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Greenwayodendron","Annonaceae","0.420701","0.597879","64.5","genus","Greenwayodendron"
"genus","Grevillea","Proteaceae","0.350458","0.677198","86.3","genus","Grevillea"
"genus","Grewia","Malvaceae","0.328886","0.609392","64.8","genus","Grewia"
"genus","Griselinia","Griseliniaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Grossera","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Guaiacum","Zygophyllaceae","0.550101","0.566678","44.3","genus","Guaiacum"
"genus","Guapira","Nyctaginaceae","0.308081","0.710739","104.6","family","Nyctaginaceae"
"genus","Guarea","Meliaceae","0.540671","0.599648","109","genus","Guarea"
"genus","Guatteria","Annonaceae","0.284485","0.751886","83","genus","Guatteria"
"genus","Guazuma","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Guettarda","Rubiaceae","0.648939","0.446311","67.9","genus","Guettarda"
"genus","Guibourtia","Fabaceae","0.299249","0.784549","54.5","genus","Guibourtia"
"genus","Guiera","Combretaceae","0.352803","0.687025","191","family","Combretaceae"
"genus","Guilfoylia","Surianaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Guioa","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Gustavia","Lecythidaceae","0.438676","0.596827","186.2","family","Lecythidaceae"
"genus","Gymnacranthera","Myristicaceae","0.454828","0.613182","136.8","family","Myristicaceae"
"genus","Gymnanthes","Euphorbiaceae","0.405927","0.45418","26.5","genus","Gymnanthes"
"genus","Gymnocladus","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Gymnopodium","Polygonaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Gymnosporia","Celastraceae","0.376232","0.66231","101.6","family","Celastraceae"
"genus","Gynochthodes","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Gynotroches","Rhizophoraceae","0.386698","0.68497","113.4","family","Rhizophoraceae"
"genus","Gyrinops","Thymelaeaceae","0.40676","0.583658","37.5","family","Thymelaeaceae"
"genus","Gyrocarpus","Hernandiaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Haematoxylum","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Hagenia","Rosaceae","0.439641","0.553616","100","family","Rosaceae"
"genus","Hakea","Proteaceae","0.237798","0.80052","88","family","Proteaceae"
"genus","Haldina","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Halfordia","Rutaceae","0.336044","0.604387","120","family","Rutaceae"
"genus","Hamamelis","Hamamelidaceae","0.965173","0.387314","44","family","Hamamelidaceae"
"genus","Hampea","Malvaceae","0.238486","0.777013","44.1","genus","Hampea"
"genus","Hancea","Euphorbiaceae","0.385666","0.576672","35.3","genus","Hancea"
"genus","Handroanthus","Bignoniaceae","0.517588","0.565211","125.6","genus","Handroanthus"
"genus","Harpullia","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Harrisonia","Rutaceae","0.336044","0.604387","120","family","Rutaceae"
"genus","Harungana","Hypericaceae","0.367479","0.787439","23.5","genus","Harungana"
"genus","Hasseltia","Salicaceae","0.362303","0.615443","103.5","family","Salicaceae"
"genus","Havardia","Fabaceae","0.605372","0.537254","82.5","genus","Havardia"
"genus","Hebepetalum","Linaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Hedycarya","Monimiaceae","0.814479","0.417823","112","family","Monimiaceae"
"genus","Hedyosmum","Chloranthaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Heinsenia","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Heisteria","Olacaceae","0.499822","0.637091","38.6","genus","Heisteria"
"genus","Helicia","Proteaceae","0.308044","0.601312","38.5","genus","Helicia"
"genus","Heliciopsis","Proteaceae","0.237798","0.80052","88","family","Proteaceae"
"genus","Helicteres","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Helietta","Rutaceae","0.336044","0.604387","120","family","Rutaceae"
"genus","Heliocarpus","Malvaceae","0.270837","0.78161","31.9","genus","Heliocarpus"
"genus","Hemandradenia","Connaraceae","0.322748","0.585382","37.3","family","Connaraceae"
"genus","Heritiera","Malvaceae","0.312771","0.577476","70","genus","Heritiera"
"genus","Hesperalbizia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Hesperomeles","Rosaceae","0.439641","0.553616","100","family","Rosaceae"
"genus","Heteropanax","Araliaceae","0.221779","0.730318","138.1","family","Araliaceae"
"genus","Heteropterys","Malpighiaceae","0.494214","0.533879","46","family","Malpighiaceae"
"genus","Hevea","Euphorbiaceae","0.490578","0.597308","85.9","genus","Hevea"
"genus","Hexalobus","Annonaceae","0.910007","0.429696","92.6","genus","Hexalobus"
