"level","taxon","family","scale","b","dbh_max_cm","fit_level","fit_taxon"
"genus","Tabernaemontana","Apocynaceae","0.323844","0.685835","95","genus","Tabernaemontana"
"genus","Tachigali","Fabaceae","0.442256","0.646104","95.6","genus","Tachigali"
"genus","Talisia","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Tamarindus","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Tambourissa","Monimiaceae","0.814479","0.417823","112","family","Monimiaceae"
"genus","Taonabo","Pentaphylacaceae","0.337754","0.572801","112","family","Pentaphylacaceae"
"genus","Tapeinosperma","Primulaceae","0.396453","0.533411","65.5","family","Primulaceae"
"genus","Tapirira","Anacardiaceae","0.251196","0.803806","66.6","genus","Tapirira"
"genus","Tapoides","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Tapura","Dichapetalaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Tarenna","Rubiaceae","0.316315","0.566867","29","genus","Tarenna"
"genus","Tarennoidea","Rubiaceae","0.536594","0.346477","47.8","genus","Tarennoidea"
"genus","Tarrietia","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Tasmannia","Winteraceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Taxodium","Cupressaceae","0.385224","0.556493","770","family","Cupressaceae"
"genus","Taxus","Taxaceae","0.228162","0.708135","770","division","Gymnosperm"
"genus","Tecoma","Bignoniaceae","0.280322","0.718885","137.3","family","Bignoniaceae"
"genus","Tectona","Lamiaceae","0.0394486","1.23936","37.1","genus","Tectona"
"genus","Teijsmanniodendron","Lamiaceae","0.344655","0.61105","77.5","family","Lamiaceae"
"genus","Terminalia","Combretaceae","0.347746","0.672585","191","genus","Terminalia"
"genus","Ternstroemia","Pentaphylacaceae","0.357613","0.637913","58.5","genus","Ternstroemia"
"genus","Tessmannia","Fabaceae","0.0845509","1.09647","83.5","genus","Tessmannia"
"genus","Tetraberlinia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Tetractomia","Rutaceae","0.336044","0.604387","120","family","Rutaceae"
"genus","Tetradium","Rutaceae","0.29608","0.587689","48.5","genus","Tetradium"
"genus","Tetragastris","Burseraceae","0.393742","0.642161","140.3","genus","Tetragastris"
"genus","Tetrameles","Tetramelaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Tetramerista","Tetrameristaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Tetranthera","Lauraceae","0.495826","0.494061","195","family","Lauraceae"
"genus","Tetrapleura","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Tetrardisia","Primulaceae","0.396453","0.533411","65.5","family","Primulaceae"
"genus","Tetrorchidium","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Theobroma","Malvaceae","0.704773","0.447169","61","genus","Theobroma"
"genus","Thevetia","Apocynaceae","0.329077","0.659122","186.2","family","Apocynaceae"
"genus","Thomandersia","Thomandersiaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Thouinia","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Thouinidium","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Thuja","Cupressaceae","0.468332","0.482419","69.4","genus","Thuja"
"genus","Thujopsis","Cupressaceae","0.385224","0.556493","770","family","Cupressaceae"
"genus","Thyrsodium","Anacardiaceae","0.312881","0.679159","197.5","family","Anacardiaceae"
"genus","Tieghemella","Sapotaceae","0.412551","0.592546","180","family","Sapotaceae"
"genus","Tilia","Malvaceae","0.461014","0.557953","166","genus","Tilia"
"genus","Timonius","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Tisonia","Salicaceae","0.362303","0.615443","103.5","family","Salicaceae"
"genus","Tocoyena","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Toddalia","Rutaceae","0.336044","0.604387","120","family","Rutaceae"
"genus","Toechima","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Tonduzia","Apocynaceae","0.329077","0.659122","186.2","family","Apocynaceae"
"genus","Toona","Meliaceae","0.490607","0.586178","60.7","genus","Toona"
"genus","Tournefortia","Boraginaceae","0.425924","0.564563","106.3","family","Boraginaceae"
"genus","Toxicodendron","Anacardiaceae","0.388503","0.547807","36","genus","Toxicodendron"
"genus","Trattinnickia","Burseraceae","0.263503","0.716147","150.6","family","Burseraceae"
"genus","Treculia","Moraceae","0.34763","0.654914","217.7","family","Moraceae"
"genus","Trema","Cannabaceae","0.282755","0.715559","64","genus","Trema"
"genus","Trevesia","Araliaceae","0.221779","0.730318","138.1","family","Araliaceae"
"genus","Trevia","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Triadica","Euphorbiaceae","0.224747","0.690868","37.4","genus","Triadica"
"genus","Tricalysia","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Trichilia","Meliaceae","0.504981","0.561765","86.5","genus","Trichilia"
"genus","Trichoscypha","Anacardiaceae","0.312881","0.679159","197.5","family","Anacardiaceae"
"genus","Trichospermum","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Trigoniastrum","Trigoniaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Trigonobalanus","Fagaceae","0.214181","0.780644","222.9","family","Fagaceae"
"genus","Trigonostemon","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Trilepisium","Moraceae","0.34763","0.654914","217.7","family","Moraceae"
"genus","Triplaris","Polygonaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Triplochiton","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Tristaniopsis","Myrtaceae","0.42735","0.614695","74.8","genus","Tristaniopsis"
"genus","Tristiropsis","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Tritaxis","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Trochocarpa","Ericaceae","0.570745","0.4646","149","family","Ericaceae"
"genus","Trophis","Moraceae","0.34763","0.654914","217.7","family","Moraceae"
"genus","Tsuga","Pinaceae","0.560284","0.510183","101.8","genus","Tsuga"
"genus","Turnera","Passifloraceae","0.479259","0.588435","34","family","Passifloraceae"
"genus","Turpinia","Staphyleaceae","0.415462","0.625895","55.4","genus","Turpinia"
"genus","Turraeanthus","Meliaceae","0.470551","0.57892","280.3","family","Meliaceae"
"genus","Uapaca","Phyllanthaceae","0.456685","0.695091","101.3","genus","Uapaca"
"genus","Ulmus","Ulmaceae","0.526593","0.593973","82","genus","Ulmus"
"genus","Uncaria","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Unonopsis","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Urera","Urticaceae","0.264232","0.788163","105.1","family","Urticaceae"
"genus","Urophyllum","Rubiaceae","0.618098","0.418129","22.9","genus","Urophyllum"
"genus","Uvariastrum","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Vaccinium","Ericaceae","0.570745","0.4646","149","family","Ericaceae"
"genus","Vachellia","Fabaceae","0.324558","0.716781","54","genus","Vachellia"
"genus","Van-royena","Sapotaceae","0.412551","0.592546","180","family","Sapotaceae"
"genus","Vangueria","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Vangueriopsis","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Vatairea","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Vataireopsis","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Vateria","Dipterocarpaceae","0.182191","0.882214","120.7","genus","Vateria"
"genus","Vatica","Dipterocarpaceae","0.270779","0.632887","59.8","genus","Vatica"
"genus","Vavaea","Meliaceae","0.470551","0.57892","280.3","family","Meliaceae"
"genus","Vepris","Rutaceae","0.336044","0.604387","120","family","Rutaceae"
"genus","Vernicia","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Vernonanthura","Asteraceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Verticordia","Myrtaceae","0.370999","0.569338","385","family","Myrtaceae"
"genus","Viburnum","Adoxaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Virola","Myristicaceae","0.421716","0.615222","98.4","genus","Virola"
"genus","Vismia","Hypericaceae","0.810825","0.453688","58","genus","Vismia"
"genus","Vitellaria","Sapotaceae","0.412551","0.592546","180","family","Sapotaceae"
"genus","Vitex","Lamiaceae","0.266314","0.735113","77.5","genus","Vitex"
"genus","Voacanga","Apocynaceae","0.329077","0.659122","186.2","family","Apocynaceae"
"genus","Vochysia","Vochysiaceae","0.302208","0.70572","85.3","genus","Vochysia"
"genus","Vouacapoua","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Walsura","Meliaceae","0.554759","0.406062","35.7","genus","Walsura"
"genus","Wedelia","Asteraceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Weinmannia","Cunoniaceae","0.360003","0.728754","80.5","family","Cunoniaceae"
"genus","Wendlandia","Rubiaceae","0.398173","0.489218","60.5","genus","Wendlandia"
"genus","Wikstroemia","Thymelaeaceae","0.40676","0.583658","37.5","family","Thymelaeaceae"
"genus","Wilkiea","Monimiaceae","0.814479","0.417823","112","family","Monimiaceae"
"genus","Wisteria","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Woodfordia","Lythraceae","0.261642","0.632124","59.5","family","Lythraceae"
"genus","Wrightia","Apocynaceae","0.288903","0.590976","43","genus","Wrightia"
"genus","Xanthophyllum","Polygalaceae","0.395593","0.532203","60.3","genus","Xanthophyllum"
"genus","Xanthostemon","Myrtaceae","0.644299","0.37716","29.9","genus","Xanthostemon"
"genus","Xantolis","Sapotaceae","0.412551","0.592546","180","family","Sapotaceae"
"genus","Xeroderris","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Xerospermum","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Ximenia","Olacaceae","0.306335","0.80052","28.8","genus","Ximenia"
"genus","Xylia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Xylopia","Annonaceae","0.466614","0.637181","86.2","genus","Xylopia"
"genus","Xymalos","Monimiaceae","0.834884","0.410701","112","genus","Xymalos"
"genus","Zanha","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Zanthoxylum","Rutaceae","0.29046","0.74097","81.8","genus","Zanthoxylum"
"genus","Zapoteca","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Zelkova","Ulmaceae","0.274196","0.717453","34.6","genus","Zelkova"
"genus","Ziziphus","Rhamnaceae","0.628407","0.52228","55.4","family","Rhamnaceae"
"genus","Zollernia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Zuelania","Salicaceae","0.362303","0.615443","103.5","family","Salicaceae"
"genus","Zygia","Fabaceae","0.220583","0.79094","50.3","genus","Zygia"
"genus","Zygogynum","Winteraceae","0.347503","0.646075","385","division","Angiosperm"
"family","Acanthaceae","Acanthaceae","0.323693","0.590213","103.3","family","Acanthaceae"
"family","Achariaceae","Achariaceae","0.332336","0.688604","80.9","family","Achariaceae"
"family","Actinidiaceae","Actinidiaceae","0.268072","0.726156","48","family","Actinidiaceae"
"family","Altingiaceae","Altingiaceae","0.355239","0.638188","80.5","family","Altingiaceae"
"family","Anacardiaceae","Anacardiaceae","0.312881","0.679159","197.5","family","Anacardiaceae"
"family","Annonaceae","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"family","Apocynaceae","Apocynaceae","0.329077","0.659122","186.2","family","Apocynaceae"
"family","Aquifoliaceae","Aquifoliaceae","0.593439","0.501246","87.1","family","Aquifoliaceae"
"family","Araliaceae","Araliaceae","0.221779","0.730318","138.1","family","Araliaceae"
"family","Asparagaceae","Asparagaceae","0.381198","0.566072","82.2","family","Asparagaceae"
"family","Betulaceae","Betulaceae","0.555286","0.553554","145","family","Betulaceae"
"family","Bignoniaceae","Bignoniaceae","0.280322","0.718885","137.3","family","Bignoniaceae"
"family","Bixaceae","Bixaceae","0.182015","0.673584","40.5","family","Bixaceae"
"family","Boraginaceae","Boraginaceae","0.425924","0.564563","106.3","family","Boraginaceae"
"family","Burseraceae","Burseraceae","0.263503","0.716147","150.6","family","Burseraceae"
"family","Calophyllaceae","Calophyllaceae","0.429355","0.665366","163","family","Calophyllaceae"
"family","Cannabaceae","Cannabaceae","0.298359","0.681664","180","family","Cannabaceae"
"family","Capparaceae","Capparaceae","0.542657","0.432976","33.3","family","Capparaceae"
"family","Cardiopteridaceae","Cardiopteridaceae","0.416676","0.508211","38","family","Cardiopteridaceae"
"family","Caricaceae","Caricaceae","0.32757","0.54408","81.8","family","Caricaceae"
"family","Caryocaraceae","Caryocaraceae","0.530185","0.591919","164","family","Caryocaraceae"
"family","Celastraceae","Celastraceae","0.376232","0.66231","101.6","family","Celastraceae"
"family","Chrysobalanaceae","Chrysobalanaceae","0.490113","0.601551","99.9","family","Chrysobalanaceae"
"family","Clethraceae","Clethraceae","0.465686","0.631036","59.4","family","Clethraceae"
"family","Clusiaceae","Clusiaceae","0.338095","0.675771","77.4","family","Clusiaceae"
"family","Combretaceae","Combretaceae","0.352803","0.687025","191","family","Combretaceae"
"family","Connaraceae","Connaraceae","0.322748","0.585382","37.3","family","Connaraceae"
"family","Cornaceae","Cornaceae","0.289292","0.757634","55","family","Cornaceae"
"family","Ctenolophonaceae","Ctenolophonaceae","0.576643","0.566695","184","family","Ctenolophonaceae"
"family","Cunoniaceae","Cunoniaceae","0.360003","0.728754","80.5","family","Cunoniaceae"
"family","Cupressaceae","Cupressaceae","0.385224","0.556493","770","family","Cupressaceae"
"family","Daphniphyllaceae","Daphniphyllaceae","0.347285","0.628183","34.4","family","Daphniphyllaceae"
"family","Dilleniaceae","Dilleniaceae","0.41531","0.507868","66","family","Dilleniaceae"
"family","Dipterocarpaceae","Dipterocarpaceae","0.223378","0.774201","212","family","Dipterocarpaceae"
"family","Ebenaceae","Ebenaceae","0.385203","0.578095","77.3","family","Ebenaceae"
"family","Elaeocarpaceae","Elaeocarpaceae","0.303363","0.67034","124.7","family","Elaeocarpaceae"
"family","Ericaceae","Ericaceae","0.570745","0.4646","149","family","Ericaceae"
"family","Escalloniaceae","Escalloniaceae","0.385088","0.49247","54","family","Escalloniaceae"
"family","Euphorbiaceae","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"family","Fabaceae","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"family","Fagaceae","Fagaceae","0.214181","0.780644","222.9","family","Fagaceae"
"family","Gentianaceae","Gentianaceae","0.317061","0.676834","66.2","family","Gentianaceae"
"family","Hamamelidaceae","Hamamelidaceae","0.965173","0.387314","44","family","Hamamelidaceae"
"family","Humiriaceae","Humiriaceae","0.303737","0.723722","98.5","family","Humiriaceae"
"family","Hypericaceae","Hypericaceae","0.290452","0.639168","58","family","Hypericaceae"
"family","Irvingiaceae","Irvingiaceae","0.225071","0.834102","174","family","Irvingiaceae"
"family","Ixonanthaceae","Ixonanthaceae","0.248074","0.655756","78.5","family","Ixonanthaceae"
"family","Juglandaceae","Juglandaceae","0.184687","0.840949","72.6","family","Juglandaceae"
"family","Lamiaceae","Lamiaceae","0.344655","0.61105","77.5","family","Lamiaceae"
"family","Lauraceae","Lauraceae","0.495826","0.494061","195","family","Lauraceae"
"family","Lecythidaceae","Lecythidaceae","0.438676","0.596827","186.2","family","Lecythidaceae"
"family","Loganiaceae","Loganiaceae","0.145226","1.02949","47.4","family","Loganiaceae"
"family","Lythraceae","Lythraceae","0.261642","0.632124","59.5","family","Lythraceae"
"family","Magnoliaceae","Magnoliaceae","0.241609","0.783594","111.1","family","Magnoliaceae"
"family","Malpighiaceae","Malpighiaceae","0.494214","0.533879","46","family","Malpighiaceae"
"family","Malvaceae","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"family","Melastomataceae","Melastomataceae","0.510018","0.547054","49.7","family","Melastomataceae"
"family","Meliaceae","Meliaceae","0.470551","0.57892","280.3","family","Meliaceae"
"family","Metteniusaceae","Metteniusaceae","0.316286","0.595235","39.5","family","Metteniusaceae"
"family","Monimiaceae","Monimiaceae","0.814479","0.417823","112","family","Monimiaceae"
"family","Moraceae","Moraceae","0.34763","0.654914","217.7","family","Moraceae"
"family","Myricaceae","Myricaceae","0.901493","0.335607","43.9","family","Myricaceae"
"family","Myristicaceae","Myristicaceae","0.454828","0.613182","136.8","family","Myristicaceae"
"family","Myrtaceae","Myrtaceae","0.370999","0.569338","385","family","Myrtaceae"
"family","Nothofagaceae","Nothofagaceae","0.269813","0.687883","206.3","family","Nothofagaceae"
"family","Nyctaginaceae","Nyctaginaceae","0.308081","0.710739","104.6","family","Nyctaginaceae"
"family","Nyssaceae","Nyssaceae","0.704961","0.474742","62","family","Nyssaceae"
"family","Ochnaceae","Ochnaceae","0.299755","0.719512","114.7","family","Ochnaceae"
"family","Olacaceae","Olacaceae","0.50961","0.592203","103","family","Olacaceae"
"family","Oleaceae","Oleaceae","0.434973","0.545344","88.8","family","Oleaceae"
"family","Pandaceae","Pandaceae","0.372346","0.643272","74.6","family","Pandaceae"
"family","Passifloraceae","Passifloraceae","0.479259","0.588435","34","family","Passifloraceae"
"family","Pentaphylacaceae","Pentaphylacaceae","0.337754","0.572801","112","family","Pentaphylacaceae"
"family","Phyllanthaceae","Phyllanthaceae","0.257811","0.775491","111.5","family","Phyllanthaceae"
"family","Pinaceae","Pinaceae","0.222542","0.715395","152.9","family","Pinaceae"
"family","Pittosporaceae","Pittosporaceae","0.206113","0.848246","27.6","family","Pittosporaceae"
"family","Platanaceae","Platanaceae","0.411541","0.690911","71","family","Platanaceae"
"family","Podocarpaceae","Podocarpaceae","0.34741","0.614147","266","family","Podocarpaceae"
"family","Polygalaceae","Polygalaceae","0.395389","0.531684","60.3","family","Polygalaceae"
"family","Primulaceae","Primulaceae","0.396453","0.533411","65.5","family","Primulaceae"
"family","Proteaceae","Proteaceae","0.237798","0.80052","88","family","Proteaceae"
"family","Putranjivaceae","Putranjivaceae","0.349585","0.668577","72.5","family","Putranjivaceae"
"family","Resedaceae","Resedaceae","0.380825","0.620691","24.1","family","Resedaceae"
"family","Rhamnaceae","Rhamnaceae","0.628407","0.52228","55.4","family","Rhamnaceae"
"family","Rhizophoraceae","Rhizophoraceae","0.386698","0.68497","113.4","family","Rhizophoraceae"
"family","Rosaceae","Rosaceae","0.439641","0.553616","100","family","Rosaceae"
"family","Rubiaceae","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"family","Rutaceae","Rutaceae","0.336044","0.604387","120","family","Rutaceae"
"family","Sabiaceae","Sabiaceae","0.277978","0.657643","41.5","family","Sabiaceae"
"family","Salicaceae","Salicaceae","0.362303","0.615443","103.5","family","Salicaceae"
"family","Santalaceae","Santalaceae","0.484149","0.400661","41.3","family","Santalaceae"
"family","Sapindaceae","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"family","Sapotaceae","Sapotaceae","0.412551","0.592546","180","family","Sapotaceae"
"family","Schisandraceae","Schisandraceae","0.323358","0.578481","21.5","family","Schisandraceae"
"family","Schoepfiaceae","Schoepfiaceae","0.420251","0.565676","23.1","family","Schoepfiaceae"
"family","Simaroubaceae","Simaroubaceae","0.386634","0.616087","78.9","family","Simaroubaceae"
"family","Staphyleaceae","Staphyleaceae","0.453741","0.601233","55.4","family","Staphyleaceae"
"family","Styracaceae","Styracaceae","0.335362","0.574881","75.5","family","Styracaceae"
"family","Symplocaceae","Symplocaceae","0.450032","0.462329","60.4","family","Symplocaceae"
"family","Theaceae","Theaceae","0.308577","0.625259","73","family","Theaceae"
"family","Thymelaeaceae","Thymelaeaceae","0.40676","0.583658","37.5","family","Thymelaeaceae"
"family","Ulmaceae","Ulmaceae","0.543514","0.584826","82","family","Ulmaceae"
"family","Urticaceae","Urticaceae","0.264232","0.788163","105.1","family","Urticaceae"
"family","Violaceae","Violaceae","0.641656","0.483323","47.3","family","Violaceae"
"family","Vochysiaceae","Vochysiaceae","0.287582","0.729449","125.7","family","Vochysiaceae"
"family","Zygophyllaceae","Zygophyllaceae","0.218706","0.767719","170.8","family","Zygophyllaceae"
"division","Angiosperm","","0.347503","0.646075","385","division","Angiosperm"
"division","Gymnosperm","","0.228162","0.708135","770","division","Gymnosperm"
"global","all","","0.352756","0.626633","770","global","all"
