level,taxon,family,division,fit_level,fit_taxon,n,ln_a,b,sigma,r2,dbh_min_cm,dbh_max_cm,scale
genus,Abarema,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Abelmoschus,Malvaceae,Angiosperm,family,Malvaceae,4461,-1.20189,0.656564,0.487643,0.62546,1,247.7,0.33858
genus,Abies,Pinaceae,Gymnosperm,genus,Abies,4069,-1.66419,0.689619,0.363304,0.587446,1,113,0.202261
genus,Abrophyllum,Rousseaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Abuta,Menispermaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Acacia,Fabaceae,Angiosperm,genus,Acacia,674,-0.444309,0.532006,0.544945,0.295754,1.4,59.7,0.743917
genus,Acalypha,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Acer,Sapindaceae,Angiosperm,genus,Acer,7355,-0.802726,0.592329,0.336729,0.544125,1,140,0.474244
genus,Aceratium,Elaeocarpaceae,Angiosperm,family,Elaeocarpaceae,544,-1.29781,0.67034,0.458223,0.600951,1.1,124.7,0.303363
genus,Achatocarpus,Achatocarpaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Acronychia,Rutaceae,Angiosperm,genus,Acronychia,369,-1.25158,0.603061,0.369796,0.48166,3,83.5,0.306295
genus,Actephila,Phyllanthaceae,Angiosperm,family,Phyllanthaceae,2497,-1.46621,0.775491,0.470494,0.629917,1,111.5,0.257811
genus,Actinodaphne,Lauraceae,Angiosperm,genus,Actinodaphne,85,-1.2644,0.608885,0.410007,0.534291,3,61,0.307172
genus,Adelia,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Adenanthera,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Adenocalymma,Bignoniaceae,Angiosperm,family,Bignoniaceae,878,-1.40041,0.718885,0.507137,0.645503,1.1,137.3,0.280322
genus,Adina,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Adinandra,Pentaphylacaceae,Angiosperm,genus,Adinandra,335,-1.37043,0.657218,0.391294,0.51958,3,112,0.274207
genus,Aegiphila,Lamiaceae,Angiosperm,family,Lamiaceae,683,-1.20981,0.61105,0.537772,0.453723,1,77.5,0.344655
genus,Aegle,Rutaceae,Angiosperm,family,Rutaceae,1836,-1.18574,0.604387,0.436409,0.516094,1,120,0.336044
genus,Aeschynomene,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Aesculus,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Afrostyrax,Huaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Afzelia,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Agarista,Ericaceae,Angiosperm,genus,Agarista,58,-1.22942,0.678492,0.359888,0.46896,11.2,149,0.312028
genus,Agathis,Araucariaceae,Gymnosperm,division,Gymnosperm,77655,-1.52419,0.708135,0.304932,0.651332,1,770,0.228162
genus,Aglaia,Meliaceae,Angiosperm,genus,Aglaia,258,-0.920186,0.549654,0.402814,0.527192,1.2,71.5,0.432118
genus,Agonandra,Opiliaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Agrostistachys,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Ahernia,Salicaceae,Angiosperm,family,Salicaceae,2221,-1.09157,0.615443,0.390641,0.630887,1,103.5,0.362303
genus,Aidia,Rubiaceae,Angiosperm,genus,Aidia,98,-1.30853,0.719056,0.452838,0.49815,1.6,32,0.299392
genus,Ailanthus,Simaroubaceae,Angiosperm,family,Simaroubaceae,164,-1.05908,0.616087,0.466485,0.707822,1,78.9,0.386634
genus,Alangium,Cornaceae,Angiosperm,genus,Alangium,173,-0.822874,0.456566,0.433436,0.332597,1.2,55,0.48242
genus,Albizia,Fabaceae,Angiosperm,genus,Albizia,423,-1.57677,0.807508,0.484868,0.717249,1,144.4,0.232417
genus,Alchornea,Euphorbiaceae,Angiosperm,genus,Alchornea,58,-1.36715,0.791441,0.412064,0.843535,3,75.3,0.277413
genus,Alectryon,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Aleurites,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Alexa,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Alibertia,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Allanblackia,Clusiaceae,Angiosperm,family,Clusiaceae,1211,-1.20062,0.675771,0.482073,0.521062,1,77.4,0.338095
genus,Allantoma,Lecythidaceae,Angiosperm,family,Lecythidaceae,1114,-0.900694,0.596827,0.391663,0.562421,1.1,186.2,0.438676
genus,Allocasuarina,Casuarinaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Allomorphia,Melastomataceae,Angiosperm,family,Melastomataceae,523,-0.779471,0.547054,0.460786,0.517693,1,49.7,0.510018
genus,Allophylus,Sapindaceae,Angiosperm,genus,Allophylus,78,-0.883762,0.618368,0.477296,0.652577,1.2,70.1,0.463079
genus,Alloxylon,Proteaceae,Angiosperm,family,Proteaceae,510,-1.50893,0.80052,0.381045,0.713551,1.8,88,0.237798
genus,Alluaudia,Didiereaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Alniphyllum,Styracaceae,Angiosperm,genus,Alniphyllum,163,-1.156,0.562118,0.451169,0.421375,3,75.5,0.348465
genus,Alnus,Betulaceae,Angiosperm,genus,Alnus,362,-0.618875,0.50436,0.413298,0.667653,1,81,0.586568
genus,Alphitonia,Rhamnaceae,Angiosperm,family,Rhamnaceae,689,-0.56848,0.52228,0.455881,0.462699,1,55.4,0.628407
genus,Alphonsea,Annonaceae,Angiosperm,genus,Alphonsea,168,-1.02795,0.484809,0.498724,0.229673,1.3,32.6,0.405113
genus,Alseis,Rubiaceae,Angiosperm,genus,Alseis,503,-1.29767,0.648296,0.56883,0.48542,1,91.1,0.321139
genus,Alseodaphne,Lauraceae,Angiosperm,genus,Alseodaphne,117,-1.58015,0.696244,0.426026,0.551411,3,47.2,0.225507
genus,Alstonia,Apocynaceae,Angiosperm,genus,Alstonia,149,-1.40129,0.69329,0.401804,0.688747,3.1,130,0.266984
genus,Alternanthera,Amaranthaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Altingia,Altingiaceae,Angiosperm,genus,Altingia,118,-1.29363,0.599167,0.322101,0.71889,3,72.3,0.288878
genus,Alvaradoa,Picramniaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Alzatea,Alzateaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Amaioua,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Ambelania,Apocynaceae,Angiosperm,family,Apocynaceae,1361,-1.21636,0.659122,0.458037,0.640796,1,186.2,0.329077
genus,Amblygonocarpus,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Amburana,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Amelanchier,Rosaceae,Angiosperm,family,Rosaceae,1561,-0.948281,0.553616,0.50296,0.451948,1,100,0.439641
genus,Amesiodendron,Sapindaceae,Angiosperm,genus,Amesiodendron,87,-1.32719,0.631538,0.38806,0.535536,3,33.8,0.285963
genus,Ampelocera,Ulmaceae,Angiosperm,genus,Ampelocera,115,-0.527748,0.662958,0.246938,0.901463,1,63.7,0.608196
genus,Amphimas,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Amphipterygium,Anacardiaceae,Angiosperm,family,Anacardiaceae,2052,-1.2584,0.679159,0.439244,0.710644,1,197.5,0.312881
genus,Amyris,Rutaceae,Angiosperm,family,Rutaceae,1836,-1.18574,0.604387,0.436409,0.516094,1,120,0.336044
genus,Anacardium,Anacardiaceae,Angiosperm,genus,Anacardium,48,-2.33749,0.958533,0.23903,0.878841,18.6,197.5,0.099368
genus,Anacolosa,Olacaceae,Angiosperm,family,Olacaceae,464,-0.746868,0.592203,0.381469,0.573087,1.4,103,0.50961
genus,Anaxagorea,Annonaceae,Angiosperm,family,Annonaceae,1937,-0.832977,0.567258,0.469393,0.575238,1,126,0.485385
genus,Andira,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Angophora,Myrtaceae,Angiosperm,family,Myrtaceae,9073,-1.07255,0.569338,0.402473,0.610796,1,385,0.370999
genus,Angylocalyx,Fabaceae,Angiosperm,genus,Angylocalyx,38,-1.56113,0.797567,0.448588,0.536374,10.5,70.2,0.232117
genus,Aniba,Lauraceae,Angiosperm,family,Lauraceae,6466,-0.827153,0.494061,0.501244,0.495364,1,195,0.495826
genus,Anisophyllea,Anisophylleaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Anisoptera,Dipterocarpaceae,Angiosperm,family,Dipterocarpaceae,3821,-1.58657,0.774201,0.418766,0.726176,1,212,0.223378
genus,Anneslea,Pentaphylacaceae,Angiosperm,family,Pentaphylacaceae,1279,-1.16728,0.572801,0.404573,0.430511,1.2,112,0.337754
genus,Annickia,Annonaceae,Angiosperm,family,Annonaceae,1937,-0.832977,0.567258,0.469393,0.575238,1,126,0.485385
genus,Annona,Annonaceae,Angiosperm,genus,Annona,75,-0.74148,0.630052,0.403449,0.6086,1.2,35.7,0.516802
genus,Anogeissus,Combretaceae,Angiosperm,family,Combretaceae,1534,-1.12022,0.687025,0.395915,0.720486,1,191,0.352803
genus,Anonidium,Annonaceae,Angiosperm,genus,Anonidium,49,-1.40515,0.738719,0.377055,0.517116,11.4,66.6,0.263405
genus,Anopyxis,Rhizophoraceae,Angiosperm,family,Rhizophoraceae,292,-1.00786,0.68497,0.339852,0.808051,1,113.4,0.386698
genus,Anthocarpa,Meliaceae,Angiosperm,family,Meliaceae,2186,-0.866573,0.57892,0.474811,0.632607,1,280.3,0.470551
genus,Anthocleista,Gentianaceae,Angiosperm,family,Gentianaceae,63,-1.17719,0.676834,0.238883,0.804805,3,66.2,0.317061
genus,Anthodiscus,Caryocaraceae,Angiosperm,family,Caryocaraceae,44,-0.735449,0.591919,0.449263,0.487374,9.8,164,0.530185
genus,Anthonotha,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Anthostema,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Antiaris,Moraceae,Angiosperm,family,Moraceae,2663,-1.1809,0.654914,0.498565,0.646044,1,217.7,0.34763
genus,Antidesma,Phyllanthaceae,Angiosperm,genus,Antidesma,167,-0.805529,0.490227,0.489427,0.319879,1.5,41.5,0.503707
genus,Antirhea,Rubiaceae,Angiosperm,genus,Antirhea,49,-1.12854,0.532748,0.424531,0.301758,3,24.4,0.35401
genus,Antrocaryon,Anacardiaceae,Angiosperm,family,Anacardiaceae,2052,-1.2584,0.679159,0.439244,0.710644,1,197.5,0.312881
genus,Aoranthe,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Apeiba,Malvaceae,Angiosperm,genus,Apeiba,74,-1.03336,0.65228,0.359536,0.672249,1.5,114.3,0.379566
genus,Aphanamixis,Meliaceae,Angiosperm,genus,Aphanamixis,39,-0.79406,0.408543,0.392164,0.440437,1.5,25,0.488135
genus,Aphananthe,Cannabaceae,Angiosperm,family,Cannabaceae,1679,-1.32266,0.681664,0.475824,0.536441,1,180,0.298359
genus,Aphelandra,Acanthaceae,Angiosperm,family,Acanthaceae,477,-1.19448,0.590213,0.364752,0.71692,1,103.3,0.323693
genus,Aphloia,Aphloiaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Apodytes,Metteniusaceae,Angiosperm,genus,Apodytes,35,-1.15701,0.553,0.343619,0.463185,3.5,38.2,0.333547
genus,Apoplanesia,Fabaceae,Angiosperm,genus,Apoplanesia,127,-0.82105,0.58209,0.501594,0.475378,1.1,30.2,0.498949
genus,Aporosa,Phyllanthaceae,Angiosperm,genus,Aporosa,845,-1.04636,0.504946,0.437394,0.281799,1,60.8,0.386468
genus,Apuleia,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Aquilaria,Thymelaeaceae,Angiosperm,genus,Aquilaria,71,-1.34063,0.673537,0.403846,0.568336,2.8,26.6,0.283913
genus,Aralia,Araliaceae,Angiosperm,family,Araliaceae,1392,-1.63073,0.730318,0.499306,0.591335,1,138.1,0.221779
genus,Araucaria,Araucariaceae,Gymnosperm,division,Gymnosperm,77655,-1.52419,0.708135,0.304932,0.651332,1,770,0.228162
genus,Arbutus,Ericaceae,Angiosperm,family,Ericaceae,1443,-0.62978,0.4646,0.371398,0.552415,1,149,0.570745
genus,Archidendron,Fabaceae,Angiosperm,genus,Archidendron,135,-1.57824,0.811018,0.512305,0.5817,1.6,83.6,0.235271
genus,Arctostaphylos,Ericaceae,Angiosperm,family,Ericaceae,1443,-0.62978,0.4646,0.371398,0.552415,1,149,0.570745
genus,Ardisia,Primulaceae,Angiosperm,genus,Ardisia,288,-0.872901,0.387489,0.433042,0.311245,1,65.5,0.458801
genus,Areca,Arecaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Argyrodendron,Malvaceae,Angiosperm,family,Malvaceae,4461,-1.20189,0.656564,0.487643,0.62546,1,247.7,0.33858
genus,Aristotelia,Elaeocarpaceae,Angiosperm,family,Elaeocarpaceae,544,-1.29781,0.67034,0.458223,0.600951,1.1,124.7,0.303363
genus,Artabotrys,Annonaceae,Angiosperm,family,Annonaceae,1937,-0.832977,0.567258,0.469393,0.575238,1,126,0.485385
genus,Artemisia,Asteraceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Artocarpus,Moraceae,Angiosperm,genus,Artocarpus,179,-1.22057,0.609864,0.428141,0.500329,1.4,53,0.323382
genus,Arytera,Sapindaceae,Angiosperm,genus,Arytera,83,-1.55984,0.746868,0.351464,0.507082,3,31,0.223559
genus,Asimina,Annonaceae,Angiosperm,family,Annonaceae,1937,-0.832977,0.567258,0.469393,0.575238,1,126,0.485385
genus,Aspidosperma,Apocynaceae,Angiosperm,genus,Aspidosperma,119,-0.918079,0.584785,0.389625,0.745307,1,178.9,0.430772
genus,Astrocasia,Phyllanthaceae,Angiosperm,family,Phyllanthaceae,2497,-1.46621,0.775491,0.470494,0.629917,1,111.5,0.257811
genus,Astronium,Anacardiaceae,Angiosperm,genus,Astronium,91,-1.34588,0.712476,0.420532,0.824984,1,110.5,0.284375
genus,Atalantia,Rutaceae,Angiosperm,family,Rutaceae,1836,-1.18574,0.604387,0.436409,0.516094,1,120,0.336044
genus,Atalaya,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Atherosperma,Atherospermataceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Atractocarpus,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Attilaea,Anacardiaceae,Angiosperm,family,Anacardiaceae,2052,-1.2584,0.679159,0.439244,0.710644,1,197.5,0.312881
genus,Atuna,Chrysobalanaceae,Angiosperm,family,Chrysobalanaceae,345,-0.800438,0.601551,0.417896,0.671237,1.1,99.9,0.490113
genus,Aubrevillea,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Aucoumea,Burseraceae,Angiosperm,family,Burseraceae,3087,-1.49501,0.716147,0.568016,0.5364,1,150.6,0.263503
genus,Aulacocalyx,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Auranticarpa,Pittosporaceae,Angiosperm,family,Pittosporaceae,66,-1.62774,0.848246,0.311168,0.723416,3,27.6,0.206113
genus,Austrobuxus,Picrodendraceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Austromuellera,Proteaceae,Angiosperm,family,Proteaceae,510,-1.50893,0.80052,0.381045,0.713551,1.8,88,0.237798
genus,Austrosteenisia,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Autranella,Sapotaceae,Angiosperm,family,Sapotaceae,3340,-1.00975,0.592546,0.498707,0.615454,1,180,0.412551
