level,taxon,family,division,fit_level,fit_taxon,n,ln_a,b,sigma,r2,dbh_min_cm,dbh_max_cm,scale
genus,Neolamarckia,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Neolitsea,Lauraceae,Angiosperm,genus,Neolitsea,280,-1.50261,0.706119,0.36711,0.588682,3,65.3,0.238062
genus,Neomillspaughia,Polygonaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Neomyrtus,Myrtaceae,Angiosperm,family,Myrtaceae,9073,-1.07255,0.569338,0.402473,0.610796,1,385,0.370999
genus,Neonauclea,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Neopanax,Araliaceae,Angiosperm,family,Araliaceae,1392,-1.63073,0.730318,0.499306,0.591335,1,138.1,0.221779
genus,Neorites,Proteaceae,Angiosperm,family,Proteaceae,510,-1.50893,0.80052,0.381045,0.713551,1.8,88,0.237798
genus,Neoscortechinia,Euphorbiaceae,Angiosperm,genus,Neoscortechinia,49,-0.704809,0.562838,0.269706,0.698869,1.8,33.4,0.512508
genus,Neoshirakia,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Nephelium,Sapindaceae,Angiosperm,genus,Nephelium,77,-1.11131,0.614841,0.311574,0.758806,1.1,49,0.345498
genus,Nesogordonia,Malvaceae,Angiosperm,genus,Nesogordonia,35,-2.29543,0.956255,0.355368,0.678677,10.5,77.2,0.107283
genus,Newtonia,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Niemeyera,Sapotaceae,Angiosperm,family,Sapotaceae,3340,-1.00975,0.592546,0.498707,0.615454,1,180,0.412551
genus,Noronhia,Oleaceae,Angiosperm,family,Oleaceae,3572,-0.928935,0.545344,0.439232,0.492978,1,88.8,0.434973
genus,Notelaea,Oleaceae,Angiosperm,family,Oleaceae,3572,-0.928935,0.545344,0.439232,0.492978,1,88.8,0.434973
genus,Nothaphoebe,Lauraceae,Angiosperm,family,Lauraceae,6466,-0.827153,0.494061,0.501244,0.495364,1,195,0.495826
genus,Nothocissus,Vitaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Nothofagus,Nothofagaceae,Angiosperm,genus,Nothofagus,1483,-1.36163,0.687883,0.321271,0.787839,1,206.3,0.269813
genus,Notholithocarpus,Fagaceae,Angiosperm,family,Fagaceae,77236,-1.61565,0.780644,0.386577,0.655452,1,222.9,0.214181
genus,Nothopegia,Anacardiaceae,Angiosperm,genus,Nothopegia,32,-1.47619,0.87879,0.192335,0.630018,9.4,26.1,0.232772
genus,Nyssa,Nyssaceae,Angiosperm,genus,Nyssa,108,-0.338271,0.458379,0.264367,0.551763,2.1,62,0.738358
genus,Ochanostachys,Olacaceae,Angiosperm,genus,Ochanostachys,40,-0.361236,0.401419,0.327268,0.508119,2.4,51.6,0.735148
genus,Ochna,Ochnaceae,Angiosperm,genus,Ochna,160,-1.33574,0.722721,0.384124,0.582742,1,36.9,0.283098
genus,Ochroma,Malvaceae,Angiosperm,family,Malvaceae,4461,-1.20189,0.656564,0.487643,0.62546,1,247.7,0.33858
genus,Ochrosia,Apocynaceae,Angiosperm,family,Apocynaceae,1361,-1.21636,0.659122,0.458037,0.640796,1,186.2,0.329077
genus,Ocotea,Lauraceae,Angiosperm,genus,Ocotea,566,-1.0271,0.652965,0.405966,0.519658,3,195,0.388796
genus,Octomeles,Tetramelaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Olax,Olacaceae,Angiosperm,family,Olacaceae,464,-0.746868,0.592203,0.381469,0.573087,1.4,103,0.50961
genus,Oldfieldia,Picrodendraceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Olea,Oleaceae,Angiosperm,genus,Olea,190,-1.55952,0.694382,0.353085,0.590445,3,47.1,0.223759
genus,Olearia,Asteraceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Olinia,Penaeaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Omphalea,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Omphalocarpum,Sapotaceae,Angiosperm,family,Sapotaceae,3340,-1.00975,0.592546,0.498707,0.615454,1,180,0.412551
genus,Oncoba,Salicaceae,Angiosperm,family,Salicaceae,2221,-1.09157,0.615443,0.390641,0.630887,1,103.5,0.362303
genus,Ongokea,Olacaceae,Angiosperm,family,Olacaceae,464,-0.746868,0.592203,0.381469,0.573087,1.4,103,0.50961
genus,Operculicarya,Anacardiaceae,Angiosperm,family,Anacardiaceae,2052,-1.2584,0.679159,0.439244,0.710644,1,197.5,0.312881
genus,Opisthiolepis,Proteaceae,Angiosperm,family,Proteaceae,510,-1.50893,0.80052,0.381045,0.713551,1.8,88,0.237798
genus,Oreocnide,Urticaceae,Angiosperm,family,Urticaceae,449,-1.4549,0.788163,0.497939,0.661041,1,105.1,0.264232
genus,Oreopanax,Araliaceae,Angiosperm,family,Araliaceae,1392,-1.63073,0.730318,0.499306,0.591335,1,138.1,0.221779
genus,Ormosia,Fabaceae,Angiosperm,genus,Ormosia,344,-1.59183,0.724785,0.411678,0.604071,3,90,0.221553
genus,Orophea,Annonaceae,Angiosperm,family,Annonaceae,1937,-0.832977,0.567258,0.469393,0.575238,1,126,0.485385
genus,Oroxylum,Bignoniaceae,Angiosperm,family,Bignoniaceae,878,-1.40041,0.718885,0.507137,0.645503,1.1,137.3,0.280322
genus,Orthion,Violaceae,Angiosperm,genus,Orthion,41,-0.753957,0.5758,0.328378,0.700873,1,25.3,0.496565
genus,Osmanthus,Oleaceae,Angiosperm,genus,Osmanthus,120,-1.56007,0.725236,0.347341,0.586018,3,41.8,0.223187
genus,Ostodes,Euphorbiaceae,Angiosperm,genus,Ostodes,36,-1.15599,0.60565,0.34166,0.545844,4,40.1,0.333664
genus,Ostrya,Betulaceae,Angiosperm,family,Betulaceae,7142,-0.680126,0.553554,0.428609,0.484013,1,145,0.555286
genus,Otoba,Myristicaceae,Angiosperm,family,Myristicaceae,964,-0.851103,0.613182,0.355717,0.708463,1,136.8,0.454828
genus,Otonephelium,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Otopappus,Asteraceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Ougeinia,Anacardiaceae,Angiosperm,family,Anacardiaceae,2052,-1.2584,0.679159,0.439244,0.710644,1,197.5,0.312881
genus,Ouratea,Ochnaceae,Angiosperm,family,Ochnaceae,215,-1.29361,0.719512,0.42147,0.667232,1,114.7,0.299755
genus,Oxandra,Annonaceae,Angiosperm,genus,Oxandra,163,-0.539559,0.641884,0.252135,0.875628,1,29,0.601835
genus,Oxydendrum,Ericaceae,Angiosperm,family,Ericaceae,1443,-0.62978,0.4646,0.371398,0.552415,1,149,0.570745
genus,Oxystigma,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Ozoroa,Anacardiaceae,Angiosperm,family,Anacardiaceae,2052,-1.2584,0.679159,0.439244,0.710644,1,197.5,0.312881
genus,Pachira,Malvaceae,Angiosperm,family,Malvaceae,4461,-1.20189,0.656564,0.487643,0.62546,1,247.7,0.33858
genus,Pachyelasma,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Pachypodium,Apocynaceae,Angiosperm,family,Apocynaceae,1361,-1.21636,0.659122,0.458037,0.640796,1,186.2,0.329077
genus,Palaquium,Sapotaceae,Angiosperm,genus,Palaquium,174,-1.24279,0.75028,0.330586,0.593804,2.4,69.2,0.304784
genus,Palicourea,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Pancovia,Sapindaceae,Angiosperm,genus,Pancovia,46,-0.971233,0.704426,0.341585,0.325639,10.3,35.7,0.401361
genus,Panda,Pandaceae,Angiosperm,genus,Panda,34,-1.04218,0.683066,0.45736,0.364418,12.1,74.6,0.391569
genus,Pandanus,Pandanaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Pappea,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Paracroton,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Parahancornia,Apocynaceae,Angiosperm,family,Apocynaceae,1361,-1.21636,0.659122,0.458037,0.640796,1,186.2,0.329077
genus,Paranephelium,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Pararchidendron,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Parartocarpus,Moraceae,Angiosperm,family,Moraceae,2663,-1.1809,0.654914,0.498565,0.646044,1,217.7,0.34763
genus,Parashorea,Dipterocarpaceae,Angiosperm,genus,Parashorea,225,-1.09522,0.634819,0.314255,0.74151,3.3,129.1,0.351397
genus,Parathesis,Primulaceae,Angiosperm,family,Primulaceae,607,-1.02926,0.533411,0.456215,0.479607,1,65.5,0.396453
genus,Parinari,Chrysobalanaceae,Angiosperm,family,Chrysobalanaceae,345,-0.800438,0.601551,0.417896,0.671237,1.1,99.9,0.490113
genus,Parishia,Anacardiaceae,Angiosperm,family,Anacardiaceae,2052,-1.2584,0.679159,0.439244,0.710644,1,197.5,0.312881
genus,Parkia,Fabaceae,Angiosperm,genus,Parkia,36,-0.998473,0.720005,0.49069,0.452671,10,130,0.415578
genus,Parmentiera,Bignoniaceae,Angiosperm,family,Bignoniaceae,878,-1.40041,0.718885,0.507137,0.645503,1.1,137.3,0.280322
genus,Paropsia,Passifloraceae,Angiosperm,family,Passifloraceae,35,-0.85094,0.588435,0.480469,0.522437,1.2,34,0.479259
genus,Parrotia,Hamamelidaceae,Angiosperm,genus,Parrotia,39,-0.851474,0.534323,0.434255,0.663286,1,44,0.468985
genus,Parsonsia,Apocynaceae,Angiosperm,family,Apocynaceae,1361,-1.21636,0.659122,0.458037,0.640796,1,186.2,0.329077
genus,Paulownia,Paulowniaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Pauridiantha,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Pausinystalia,Rubiaceae,Angiosperm,genus,Pausinystalia,79,-0.861494,0.599632,0.427666,0.313733,10.4,66.7,0.462992
genus,Pavetta,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Payena,Sapotaceae,Angiosperm,genus,Payena,56,-0.593536,0.463186,0.322911,0.504243,1.6,57.8,0.581933
genus,Peddiea,Thymelaeaceae,Angiosperm,family,Thymelaeaceae,136,-0.97815,0.583658,0.396527,0.586642,1.1,37.5,0.40676
genus,Peltogyne,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Peltophorum,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Pennantia,Pennantiaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Pentace,Malvaceae,Angiosperm,genus,Pentace,34,-0.701859,0.490197,0.320176,0.669726,1.8,51.6,0.521731
genus,Pentaclethra,Fabaceae,Angiosperm,genus,Pentaclethra,44,-0.929534,0.698633,0.37329,0.660434,10.8,115.5,0.423221
genus,Pentadesma,Clusiaceae,Angiosperm,family,Clusiaceae,1211,-1.20062,0.675771,0.482073,0.521062,1,77.4,0.338095
genus,Pentaphylax,Pentaphylacaceae,Angiosperm,genus,Pentaphylax,118,-1.34048,0.665268,0.348793,0.583637,3,40,0.278135
genus,Pentaspadon,Anacardiaceae,Angiosperm,family,Anacardiaceae,2052,-1.2584,0.679159,0.439244,0.710644,1,197.5,0.312881
genus,Perebea,Moraceae,Angiosperm,family,Moraceae,2663,-1.1809,0.654914,0.498565,0.646044,1,217.7,0.34763
genus,Pericopsis,Fabaceae,Angiosperm,genus,Pericopsis,32,-1.01689,0.805538,0.303662,0.807321,3.2,67.3,0.378785
genus,Perrottetia,Dipentodontaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Persea,Lauraceae,Angiosperm,genus,Persea,178,-1.11659,0.56008,0.349414,0.583225,1.5,80.7,0.348003
genus,Persoonia,Proteaceae,Angiosperm,family,Proteaceae,510,-1.50893,0.80052,0.381045,0.713551,1.8,88,0.237798
genus,Pertusadina,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Petalostigma,Picrodendraceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Petersianthus,Lecythidaceae,Angiosperm,genus,Petersianthus,85,-2.10393,0.946007,0.368691,0.696375,10.3,119.6,0.130555
genus,Petraeovitex,Lamiaceae,Angiosperm,family,Lamiaceae,683,-1.20981,0.61105,0.537772,0.453723,1,77.5,0.344655
genus,Phaeanthus,Annonaceae,Angiosperm,family,Annonaceae,1937,-0.832977,0.567258,0.469393,0.575238,1,126,0.485385
genus,Phellodendron,Rutaceae,Angiosperm,family,Rutaceae,1836,-1.18574,0.604387,0.436409,0.516094,1,120,0.336044
genus,Philenoptera,Fabaceae,Angiosperm,genus,Philenoptera,86,-1.27557,0.743832,0.412887,0.677217,2.2,43.7,0.304119
genus,Phoebe,Lauraceae,Angiosperm,genus,Phoebe,187,-1.14581,0.543261,0.361162,0.522137,3,132,0.339396
genus,Photinia,Rosaceae,Angiosperm,genus,Photinia,52,-0.746458,0.565611,0.377938,0.526768,1.3,33,0.509136
genus,Phyllanthus,Phyllanthaceae,Angiosperm,genus,Phyllanthus,41,-1.68587,0.73453,0.313565,0.697454,3,53.7,0.194619
genus,Phyllocladus,Podocarpaceae,Gymnosperm,family,Podocarpaceae,681,-1.10842,0.614147,0.319892,0.746055,1.9,266,0.34741
genus,Phyllocosmus,Ixonanthaceae,Angiosperm,family,Ixonanthaceae,138,-1.4571,0.655756,0.355174,0.62674,1.9,78.5,0.248074
genus,Phyllostylon,Ulmaceae,Angiosperm,genus,Phyllostylon,100,-0.493221,0.480158,0.236328,0.711265,1.2,40,0.627949
genus,Physalis,Solanaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Picea,Pinaceae,Gymnosperm,genus,Picea,8793,-1.28864,0.59975,0.351573,0.5454,1,109,0.293218
genus,Picralima,Apocynaceae,Angiosperm,family,Apocynaceae,1361,-1.21636,0.659122,0.458037,0.640796,1,186.2,0.329077
genus,Picramnia,Picramniaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Pictetia,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Pieris,Ericaceae,Angiosperm,family,Ericaceae,1443,-0.62978,0.4646,0.371398,0.552415,1,149,0.570745
genus,Pilidiostigma,Myrtaceae,Angiosperm,family,Myrtaceae,9073,-1.07255,0.569338,0.402473,0.610796,1,385,0.370999
genus,Pilocarpus,Rutaceae,Angiosperm,family,Rutaceae,1836,-1.18574,0.604387,0.436409,0.516094,1,120,0.336044
genus,Pimelodendron,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Pinacopodium,Erythroxylaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Pinus,Pinaceae,Gymnosperm,genus,Pinus,57364,-1.61086,0.743674,0.274196,0.680228,1,130.5,0.207366
genus,Piper,Piperaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Piptadenia,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Piptadeniastrum,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Piptocarpha,Asteraceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Piptomeris,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Piranhea,Picrodendraceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Piscidia,Fabaceae,Angiosperm,genus,Piscidia,595,-1.50925,0.719548,0.637383,0.292702,2.5,58.2,0.270869
genus,Pisonia,Nyctaginaceae,Angiosperm,genus,Pisonia,71,-0.20112,0.433189,0.334689,0.298737,1,24,0.864926
genus,Pistacia,Anacardiaceae,Angiosperm,genus,Pistacia,123,-0.571157,0.363058,0.40275,0.237397,5,77,0.612594
genus,Pitaviaster,Rutaceae,Angiosperm,family,Rutaceae,1836,-1.18574,0.604387,0.436409,0.516094,1,120,0.336044
genus,Pithecellobium,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Pittosporum,Pittosporaceae,Angiosperm,genus,Pittosporum,66,-1.62774,0.848246,0.311168,0.723416,3,27.6,0.206113
genus,Placospermum,Proteaceae,Angiosperm,family,Proteaceae,510,-1.50893,0.80052,0.381045,0.713551,1.8,88,0.237798
genus,Plagiostyles,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Planchonella,Sapotaceae,Angiosperm,genus,Planchonella,41,-1.31969,0.602242,0.406879,0.382648,3.7,35.7,0.290277
genus,Planchonia,Lecythidaceae,Angiosperm,family,Lecythidaceae,1114,-0.900694,0.596827,0.391663,0.562421,1.1,186.2,0.438676
genus,Planera,Ulmaceae,Angiosperm,family,Ulmaceae,595,-0.668694,0.584826,0.343496,0.747468,1,82,0.543514
genus,Platanus,Platanaceae,Angiosperm,genus,Platanus,76,-0.923934,0.690911,0.268658,0.634726,9.3,71,0.411541
genus,Platea,Metteniusaceae,Angiosperm,genus,Platea,58,-1.13743,0.543355,0.396793,0.493446,3.3,39.5,0.346905
genus,Plathymenia,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Platycarya,Juglandaceae,Angiosperm,family,Juglandaceae,1068,-1.78882,0.840949,0.446595,0.640864,1.6,72.6,0.184687
genus,Platymiscium,Fabaceae,Angiosperm,genus,Platymiscium,79,-1.93011,0.897395,0.512006,0.698628,3,83,0.165458
genus,Platypodium,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Pleioluma,Sapotaceae,Angiosperm,family,Sapotaceae,3340,-1.00975,0.592546,0.498707,0.615454,1,180,0.412551
genus,Pleradenophora,Euphorbiaceae,Angiosperm,genus,Pleradenophora,72,-0.497439,0.606089,0.270296,0.856892,1,44.6,0.63071
genus,Pleuranthodendron,Salicaceae,Angiosperm,family,Salicaceae,2221,-1.09157,0.615443,0.390641,0.630887,1,103.5,0.362303
genus,Pleurostylia,Celastraceae,Angiosperm,family,Celastraceae,435,-1.13263,0.66231,0.556926,0.494744,1,101.6,0.376232
genus,Plumeria,Apocynaceae,Angiosperm,genus,Plumeria,30,-1.94047,0.956883,0.347795,0.878037,1.4,34.9,0.152592
genus,Podocarpus,Podocarpaceae,Gymnosperm,genus,Podocarpus,406,-0.999175,0.595725,0.29521,0.664703,2.4,266,0.384581
genus,Podopterus,Polygonaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Poecilanthe,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Poeppigia,Fabaceae,Angiosperm,genus,Poeppigia,33,-0.323656,0.44717,0.351401,0.346257,7.2,58.9,0.769577
genus,Poitea,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Polyalthia,Annonaceae,Angiosperm,genus,Polyalthia,124,-0.792478,0.511161,0.405252,0.474001,1.4,41.8,0.491465
genus,Polygala,Polygalaceae,Angiosperm,family,Polygalaceae,351,-1.0078,0.531684,0.399799,0.461213,1.3,60.3,0.395389
genus,Polylepis,Rosaceae,Angiosperm,family,Rosaceae,1561,-0.948281,0.553616,0.50296,0.451948,1,100,0.439641
genus,Polyosma,Escalloniaceae,Angiosperm,genus,Polyosma,66,-1.02974,0.49247,0.38849,0.411816,3.2,54,0.385088
genus,Polyscias,Araliaceae,Angiosperm,family,Araliaceae,1392,-1.63073,0.730318,0.499306,0.591335,1,138.1,0.221779
genus,Polyspora,Theaceae,Angiosperm,family,Theaceae,1208,-1.25632,0.625259,0.401328,0.645191,1,73,0.308577
genus,Pomaderris,Rhamnaceae,Angiosperm,family,Rhamnaceae,689,-0.56848,0.52228,0.455881,0.462699,1,55.4,0.628407
genus,Pombalia,Violaceae,Angiosperm,family,Violaceae,1156,-0.492095,0.483323,0.311101,0.679641,1,47.3,0.641656
genus,Pometia,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Pongamia,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Popowia,Annonaceae,Angiosperm,genus,Popowia,48,-0.552505,0.511997,0.20459,0.817098,1.3,27.4,0.587678
genus,Populus,Salicaceae,Angiosperm,genus,Populus,1386,-1.12943,0.625405,0.324049,0.543275,1.1,103.5,0.340641
genus,Porterandia,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Posoqueria,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Poulsenia,Moraceae,Angiosperm,genus,Poulsenia,100,-1.24442,0.735099,0.39634,0.889161,1,96.8,0.311648
genus,Pourouma,Urticaceae,Angiosperm,genus,Pourouma,74,-0.70287,0.615922,0.355797,0.481914,5.2,59.7,0.527517
genus,Pouteria,Sapotaceae,Angiosperm,genus,Pouteria,1400,-0.768896,0.529496,0.466845,0.648724,1,151.4,0.516891
genus,Pradosia,Sapotaceae,Angiosperm,genus,Pradosia,30,-0.871465,0.548262,0.285517,0.623302,5.2,74.5,0.435742
genus,Prainea,Moraceae,Angiosperm,family,Moraceae,2663,-1.1809,0.654914,0.498565,0.646044,1,217.7,0.34763
genus,Premna,Lamiaceae,Angiosperm,family,Lamiaceae,683,-1.20981,0.61105,0.537772,0.453723,1,77.5,0.344655
genus,Prioria,Fabaceae,Angiosperm,genus,Prioria,159,-0.623657,0.595808,0.270749,0.936596,1,140.3,0.55599
genus,Prismatomeris,Rubiaceae,Angiosperm,genus,Prismatomeris,37,-1.40583,0.608714,0.331586,0.611628,3,43.3,0.259017
genus,Prosopis,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Protium,Burseraceae,Angiosperm,genus,Protium,485,-0.792416,0.593106,0.378489,0.728183,1,85.8,0.486368
genus,Protomegabaria,Phyllanthaceae,Angiosperm,family,Phyllanthaceae,2497,-1.46621,0.775491,0.470494,0.629917,1,111.5,0.257811
genus,Prumnopitys,Podocarpaceae,Gymnosperm,genus,Prumnopitys,31,-0.802448,0.504096,0.318153,0.744522,1.9,193,0.4715
genus,Prunus,Rosaceae,Angiosperm,genus,Prunus,503,-1.08356,0.662745,0.444229,0.698662,1,89,0.373481
genus,Pseudobombax,Malvaceae,Angiosperm,genus,Pseudobombax,243,-1.7214,0.72241,0.57729,0.445559,2.7,180,0.211237
genus,Pseudoclausena,Meliaceae,Angiosperm,family,Meliaceae,2186,-0.866573,0.57892,0.474811,0.632607,1,280.3,0.470551
genus,Pseudolachnostylis,Phyllanthaceae,Angiosperm,genus,Pseudolachnostylis,95,-1.70508,0.955568,0.278575,0.72309,5.9,84.7,0.18895
genus,Pseudolmedia,Moraceae,Angiosperm,genus,Pseudolmedia,275,-0.662752,0.641527,0.263864,0.888163,1,53.7,0.53369
genus,Pseudomorus,Moraceae,Angiosperm,family,Moraceae,2663,-1.1809,0.654914,0.498565,0.646044,1,217.7,0.34763
genus,Pseudopanax,Araliaceae,Angiosperm,family,Araliaceae,1392,-1.63073,0.730318,0.499306,0.591335,1,138.1,0.221779
genus,Pseudopiptadenia,Fabaceae,Angiosperm,genus,Pseudopiptadenia,45,-1.14608,0.696121,0.363259,0.549701,10.1,87,0.339563
genus,Pseudosenefeldera,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Pseudotsuga,Pinaceae,Gymnosperm,genus,Pseudotsuga,4251,-1.31015,0.61799,0.320064,0.675021,1,152.9,0.283959
genus,Pseudoweinmannia,Cunoniaceae,Angiosperm,family,Cunoniaceae,98,-1.12508,0.728754,0.454835,0.574266,2.5,80.5,0.360003
genus,Pseudowintera,Winteraceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Pseuduvaria,Annonaceae,Angiosperm,family,Annonaceae,1937,-0.832977,0.567258,0.469393,0.575238,1,126,0.485385
genus,Psidium,Myrtaceae,Angiosperm,genus,Psidium,172,-2.16652,0.968409,0.577363,0.593263,2.5,46,0.135356
genus,Psorospermum,Hypericaceae,Angiosperm,family,Hypericaceae,678,-1.3218,0.639168,0.41348,0.424304,1.6,58,0.290452
genus,Psychotria,Rubiaceae,Angiosperm,genus,Psychotria,860,-1.09558,0.525731,0.43387,0.42073,1,65,0.367342
genus,Psydrax,Rubiaceae,Angiosperm,genus,Psydrax,118,-1.11855,0.529255,0.425819,0.412761,3.2,38.6,0.357762
genus,Pteleopsis,Combretaceae,Angiosperm,family,Combretaceae,1534,-1.12022,0.687025,0.395915,0.720486,1,191,0.352803
genus,Pternandra,Melastomataceae,Angiosperm,family,Melastomataceae,523,-0.779471,0.547054,0.460786,0.517693,1,49.7,0.510018
genus,Pterocarpus,Fabaceae,Angiosperm,genus,Pterocarpus,390,-1.34934,0.803678,0.399456,0.769753,1.6,184,0.280956
genus,Pterocymbium,Malvaceae,Angiosperm,family,Malvaceae,4461,-1.20189,0.656564,0.487643,0.62546,1,247.7,0.33858
genus,Pterodon,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Pterospermum,Malvaceae,Angiosperm,genus,Pterospermum,370,-1.59458,0.704292,0.383815,0.551105,3,59.4,0.21851
